Id,Label,timeset,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,strongcompnum,Cluster,clustering,eigencentrality,Cluter-ID
Douglas,Douglas,,108,108,216,108,108,216,2,0.528571,0.554054,0.001027,0.033963,0.033963,5,0.001065,0,0,0,0.099169,0.857085,0
Bilwal,Bilwal,,112,112,224,112,112,224,2,0.529692,0.556056,0.001075,0.035847,0.035847,3,0.001096,0,0,0,0.097169,0.904417,0
Jenson,Jenson,,110,110,220,110,110,220,2,0.529131,0.555055,0.001051,0.034973,0.034973,2,0.00108,0,0,0,0.102585,0.882411,0
Jordi Alba,Jordi Alba,,96,96,192,96,96,192,3,0.524961,0.547881,0.000863,0.029512,0.029512,2,0.000966,0,0,0,0.100219,0.745064,0
Alexis,Alexis,,105,105,210,105,105,210,2,0.527734,0.552553,0.000978,0.033028,0.033028,0,0.00104,0,0,0,0.096703,0.833507,0
Busquets,Busquets,,113,113,226,113,113,226,2,0.529973,0.556557,0.001125,0.035459,0.035459,8,0.001107,0,0,0,0.104614,0.894913,0
Jenna,Jenna,,99,99,198,99,99,198,2,0.526066,0.54955,0.000869,0.031119,0.031119,5,0.000989,0,0,0,0.096063,0.785323,0
Jaazib,Jaazib,,101,101,202,101,101,202,2,0.526621,0.550551,0.000887,0.031959,0.031959,3,0.001005,0,0,0,0.107525,0.80645,0
Mehboob Sain,Mehboob Sain,,95,95,190,95,95,190,2,0.524961,0.547548,0.000763,0.030338,0.030338,5,0.000953,0,0,0,0.102128,0.76551,0
Janu ki Jaan,Janu ki Jaan,,79,79,158,79,79,158,2,0.520584,0.53954,0.000554,0.024921,0.024921,7,0.000819,0,0,0,0.096722,0.628941,0
Fawad,Fawad,,110,110,220,110,110,220,2,0.529131,0.555055,0.001099,0.034338,0.034338,2,0.001083,0,0,0,0.092577,0.866664,0
Khateeb Ali,Khateeb Ali,,89,89,178,89,89,178,2,0.523311,0.544545,0.000697,0.028026,0.028026,3,0.000904,0,0,0,0.099847,0.707314,0
Haris Mujeeb,Haris Mujeeb,,89,89,178,89,89,178,2,0.523311,0.544545,0.000693,0.028148,0.028148,3,0.000903,0,0,0,0.101379,0.710341,0
Aneel,Aneel,,110,110,220,110,110,220,2,0.529131,0.555055,0.001082,0.034453,0.034453,4,0.001082,0,0,0,0.098249,0.869509,0
Muhammad Khan,Muhammad Khan,,80,80,160,80,80,160,2,0.520855,0.54004,0.000559,0.025119,0.025119,3,0.000828,0,0,0,0.106013,0.63398,0
Violet,Violet,,91,91,182,91,91,182,2,0.523859,0.545546,0.000739,0.02844,0.02844,8,0.000922,0,0,0,0.101343,0.717843,0
Mabel,Mabel,,81,81,162,81,81,162,2,0.521127,0.540541,0.000581,0.025445,0.025445,3,0.000836,0,0,0,0.104012,0.642188,0
Aquib,Aquib,,96,96,192,96,96,192,2,0.525237,0.548048,0.000805,0.030299,0.030299,2,0.000963,0,0,0,0.104825,0.764684,0
Muhammad Tayyab,Muhammad Tayyab,,96,96,192,96,96,192,2,0.525237,0.548048,0.000856,0.029584,0.029584,1,0.000966,0,0,0,0.093202,0.746851,0
Rosie,Rosie,,102,102,204,102,102,204,2,0.526899,0.551051,0.000905,0.03225,0.03225,8,0.001013,0,0,0,0.103863,0.813843,0
Bushra,Bushra,,100,100,200,100,100,200,2,0.526344,0.55005,0.000857,0.031841,0.031841,5,0.000995,0,0,0,0.103636,0.803476,0
Azam Rumi,Azam Rumi,,107,107,214,107,107,214,2,0.528292,0.553554,0.001031,0.033377,0.033377,5,0.001057,0,0,0,0.095574,0.842366,0
Ella,Ella,,100,100,200,100,100,200,2,0.526344,0.55005,0.000898,0.031218,0.031218,8,0.000998,0,0,0,0.101616,0.787954,0
Pearl,Pearl,,103,103,206,103,103,206,2,0.527177,0.551552,0.000918,0.032608,0.032608,5,0.001021,0,0,0,0.097658,0.822891,0
Ashraf,Ashraf,,107,107,214,107,107,214,2,0.528292,0.553554,0.001043,0.033196,0.033196,5,0.001058,0,0,0,0.096985,0.837993,0
Alberto,Alberto,,103,103,206,103,103,206,2,0.527177,0.551552,0.000945,0.032444,0.032444,7,0.001022,0,0,0,0.098039,0.818849,0
Abdul Salam Khan,Abdul Salam Khan,,107,107,214,107,107,214,2,0.528292,0.553554,0.001016,0.033499,0.033499,7,0.001057,0,0,0,0.097337,0.845414,0
Isaac,Isaac,,97,97,194,97,97,194,2,0.525513,0.548549,0.000873,0.029888,0.029888,8,0.000974,0,0,0,0.093428,0.754549,0
Sardar Aquib,Sardar Aquib,,84,84,168,84,84,168,2,0.521944,0.542042,0.000632,0.026216,0.026216,1,0.000863,0,0,0,0.102697,0.661743,0
Corey,Corey,,109,109,218,109,109,218,2,0.528851,0.554555,0.001068,0.034223,0.034223,2,0.001074,0,0,0,0.093782,0.863652,0
Mollie,Mollie,,88,88,176,88,88,176,2,0.523037,0.544044,0.000693,0.027493,0.027493,0,0.000896,0,0,0,0.099007,0.693942,0
Indiana Jones,Indiana Jones,,97,97,194,97,97,194,2,0.525513,0.548549,0.000807,0.030719,0.030719,6,0.000971,0,0,0,0.111469,0.775153,0
Khubain Ahsan,Khubain Ahsan,,108,108,216,108,108,216,2,0.528571,0.554054,0.001029,0.033928,0.033928,2,0.001065,0,0,0,0.098477,0.856153,0
Mukhtar Ahmed,Mukhtar Ahmed,,104,104,208,104,104,208,2,0.527455,0.552052,0.000952,0.032663,0.032663,7,0.001031,0,0,0,0.102689,0.824254,0
Nabeel Ahmed,Nabeel Ahmed,,82,82,164,82,82,164,2,0.521399,0.541041,0.000581,0.025843,0.025843,2,0.000844,0,0,0,0.107498,0.652297,0
Hence Malewa,Hence Malewa,,108,108,216,108,108,216,2,0.528571,0.554054,0.001027,0.034005,0.034005,3,0.001065,0,0,0,0.098823,0.858049,0
Malik Tayyab,Malik Tayyab,,109,109,218,109,109,218,2,0.528851,0.554555,0.001065,0.034037,0.034037,7,0.001074,0,0,0,0.095481,0.858948,0
Sameed Shahzad,Sameed Shahzad,,105,105,210,105,105,210,2,0.527734,0.552553,0.000961,0.033167,0.033167,1,0.001039,0,0,0,0.099267,0.836947,0
Amir,Amir,,113,113,226,113,113,226,2,0.529973,0.556557,0.001152,0.035442,0.035442,8,0.001108,0,0,0,0.097345,0.894375,0
Alexa,Alexa,,98,98,196,98,98,196,2,0.525789,0.549049,0.00086,0.030582,0.030581,8,0.000982,0,0,0,0.104566,0.771888,0
Asif Khan Baloch,Asif Khan Baloch,,102,102,204,102,102,204,2,0.526899,0.551051,0.000937,0.031985,0.031985,7,0.001014,0,0,0,0.097845,0.80722,0
Mohsin Khan,Mohsin Khan,,112,112,224,112,112,224,2,0.529692,0.556056,0.001119,0.035161,0.035161,2,0.001099,0,0,0,0.100225,0.887285,0
Sundas,Sundas,,104,104,208,104,104,208,2,0.527455,0.552052,0.000977,0.032464,0.032464,8,0.001032,0,0,0,0.097647,0.819357,0
Laila,Laila,,95,95,190,95,95,190,2,0.524961,0.547548,0.000803,0.029748,0.029748,4,0.000955,0,0,0,0.099888,0.750846,0
Summer,Summer,,107,107,214,107,107,214,2,0.528292,0.553554,0.001015,0.033705,0.033705,8,0.001056,0,0,0,0.093634,0.850557,0
Taylor,Taylor,,92,92,184,92,92,184,2,0.524134,0.546046,0.000755,0.0286,0.0286,4,0.000931,0,0,0,0.108935,0.72191,0
Fatima,Fatima,,101,101,202,101,101,202,2,0.526621,0.550551,0.000941,0.031254,0.031254,2,0.001008,0,0,0,0.099604,0.788887,0
Dililah,Dililah,,100,100,200,100,100,200,2,0.526344,0.55005,0.000886,0.031317,0.031317,7,0.000998,0,0,0,0.10303,0.790383,0
Sana Saleem Awan,Sana Saleem Awan,,97,97,194,97,97,194,2,0.525513,0.548549,0.000863,0.030038,0.030038,4,0.000974,0,0,0,0.093643,0.758245,0
Christine,Christine,,106,106,212,106,106,212,2,0.528013,0.553053,0.000993,0.033417,0.033417,2,0.001048,0,0,0,0.101527,0.843291,0
Ali Awan,Ali Awan,,98,98,196,98,98,196,2,0.525789,0.549049,0.000843,0.030915,0.030915,1,0.00098,0,0,0,0.100989,0.78006,0
Saima,Saima,,88,88,176,88,88,176,3,0.522763,0.543877,0.000684,0.027616,0.027616,8,0.000896,0,0,0,0.096917,0.697044,0
Aleisha,Aleisha,,64,64,128,64,64,128,2,0.516546,0.532032,0.000368,0.02008,0.02008,2,0.000692,0,0,0,0.100694,0.506933,0
Louisa,Louisa,,101,101,202,101,101,202,2,0.526621,0.550551,0.000885,0.032096,0.032096,0,0.001004,0,0,0,0.106733,0.809862,0
Umtiti,Umtiti,,125,125,250,125,125,250,2,0.533369,0.562563,0.001405,0.039168,0.039168,8,0.001209,0,0,0,0.095355,0.988515,0
Antony,Antony,,95,95,190,95,95,190,2,0.524961,0.547548,0.00083,0.029361,0.029361,1,0.000957,0,0,0,0.095633,0.741212,0
Sajid Khan,Sajid Khan,,97,97,194,97,97,194,2,0.525513,0.548549,0.000809,0.030828,0.030828,8,0.00097,0,0,0,0.103308,0.777933,0
Aakash,Aakash,,115,115,230,115,115,230,2,0.530536,0.557558,0.001164,0.036325,0.036325,3,0.001124,0,0,0,0.100686,0.916609,0
Rafferty,Rafferty,,101,101,202,101,101,202,2,0.526621,0.550551,0.00092,0.031476,0.031476,0,0.001007,0,0,0,0.102376,0.794518,0
Zahid,Zahid,,108,108,216,108,108,216,2,0.528571,0.554054,0.001018,0.034172,0.034172,8,0.001064,0,0,0,0.104534,0.862325,0
Trump,Trump,,109,109,218,109,109,218,2,0.528851,0.554555,0.001073,0.034076,0.034076,2,0.001074,0,0,0,0.098369,0.860027,0
Hamza Mehar,Hamza Mehar,,95,95,190,95,95,190,2,0.524961,0.547548,0.0008,0.029873,0.029873,5,0.000955,0,0,0,0.09832,0.75391,0
Syed Tafseer Abbass,Syed Tafseer Abbass,,95,95,190,95,95,190,2,0.524961,0.547548,0.000795,0.029863,0.029863,6,0.000955,0,0,0,0.103471,0.753652,0
Neur,Neur,,114,114,228,114,114,228,2,0.530255,0.557057,0.00117,0.035538,0.035538,8,0.001117,0,0,0,0.102469,0.896979,0
Alistar,Alistar,,107,107,214,107,107,214,2,0.528292,0.553554,0.000999,0.033885,0.033885,4,0.001056,0,0,0,0.100335,0.855137,0
Farah Samad,Farah Samad,,110,110,220,110,110,220,2,0.529131,0.555055,0.001076,0.034693,0.034693,2,0.001082,0,0,0,0.098582,0.875492,0
Brianna,Brianna,,95,95,190,95,95,190,2,0.524961,0.547548,0.00079,0.0298,0.0298,4,0.000955,0,0,0,0.103695,0.752063,0
Armaan Jutt,Armaan Jutt,,110,110,220,110,110,220,2,0.529131,0.555055,0.001102,0.034174,0.034174,0,0.001084,0,0,0,0.095246,0.86247,0
Chopra,Chopra,,93,93,186,93,93,186,2,0.524409,0.546547,0.000774,0.029064,0.029064,7,0.000938,0,0,0,0.097943,0.73355,0
Saaqib,Saaqib,,115,115,230,115,115,230,2,0.530536,0.557558,0.001182,0.036211,0.036211,4,0.001124,0,0,0,0.094127,0.91379,0
Irfan Haider,Irfan Haider,,109,109,218,109,109,218,2,0.528851,0.554555,0.001032,0.03453,0.03453,2,0.001072,0,0,0,0.102446,0.871245,0
Filip,Filip,,107,107,214,107,107,214,2,0.528292,0.553554,0.000992,0.033871,0.033871,2,0.001055,0,0,0,0.10633,0.854691,0
Xanthe,Xanthe,,96,96,192,96,96,192,2,0.525237,0.548048,0.000813,0.030222,0.030222,5,0.000963,0,0,0,0.104167,0.762623,0
Dylan,Dylan,,98,98,196,98,98,196,2,0.525789,0.549049,0.000827,0.031133,0.031133,6,0.000979,0,0,0,0.103514,0.78555,0
Hugo,Hugo,,107,107,214,107,107,214,2,0.528292,0.553554,0.001041,0.033289,0.033289,7,0.001058,0,0,0,0.098924,0.840214,0
Hallie,Hallie,,104,104,208,104,104,208,2,0.527455,0.552052,0.000933,0.033047,0.033047,6,0.00103,0,0,0,0.104182,0.833855,0
Naina Sadiq,Naina Sadiq,,109,109,218,109,109,218,2,0.528851,0.554555,0.001049,0.034278,0.034278,5,0.001073,0,0,0,0.099388,0.865058,0
Indie,Indie,,92,92,184,92,92,184,2,0.524134,0.546046,0.00074,0.029006,0.029006,0,0.000929,0,0,0,0.105112,0.732069,0
Sadiq Nawaz,Sadiq Nawaz,,99,99,198,99,99,198,2,0.526066,0.54955,0.000896,0.030675,0.030675,4,0.00099,0,0,0,0.101629,0.7744,0
Chloe,Chloe,,93,93,186,93,93,186,2,0.524409,0.546547,0.000754,0.029367,0.029367,2,0.000937,0,0,0,0.105657,0.741087,0
Zulqurnain,Zulqurnain,,89,89,178,89,89,178,2,0.523311,0.544545,0.000698,0.027977,0.027977,8,0.000904,0,0,0,0.1024,0.706048,0
Rizwan,Rizwan,,104,104,208,104,104,208,3,0.527177,0.551885,0.000948,0.032799,0.032799,3,0.001031,0,0,0,0.103249,0.827705,0
Muhammad Bilal,Muhammad Bilal,,109,109,218,109,109,218,2,0.528851,0.554555,0.001055,0.034212,0.034212,5,0.001074,0,0,0,0.103466,0.863339,0
Rio,Rio,,100,100,200,100,100,200,2,0.526344,0.55005,0.000903,0.031006,0.031006,6,0.000999,0,0,0,0.102626,0.782662,0
Adam,Adam,,92,92,184,92,92,184,2,0.524134,0.546046,0.00074,0.029067,0.029067,3,0.000929,0,0,0,0.096751,0.733568,0
Ayva,Ayva,,103,103,206,103,103,206,2,0.527177,0.551552,0.000928,0.032608,0.032608,8,0.001022,0,0,0,0.101275,0.822911,0
Abu Fida,Abu Fida,,98,98,196,98,98,196,2,0.525789,0.549049,0.000862,0.030565,0.030565,8,0.000981,0,0,0,0.09636,0.771518,0
Nasrullah,Nasrullah,,99,99,198,99,99,198,2,0.526066,0.54955,0.000861,0.031201,0.031201,3,0.000988,0,0,0,0.100392,0.787317,0
Nazir Ahmed,Nazir Ahmed,,109,109,218,109,109,218,2,0.528851,0.554555,0.001059,0.034085,0.034085,7,0.001074,0,0,0,0.105674,0.860228,0
Benjamin,Benjamin,,83,83,166,83,83,166,2,0.521671,0.541542,0.00062,0.025816,0.025816,8,0.000854,0,0,0,0.099618,0.651722,0
Hafeez,Hafeez,,103,103,206,103,103,206,2,0.527177,0.551552,0.000942,0.032413,0.032413,8,0.001022,0,0,0,0.097658,0.817954,0
Mahnoor,Mahnoor,,92,92,184,92,92,184,2,0.524134,0.546046,0.000734,0.028969,0.028969,0,0.000929,0,0,0,0.10344,0.731075,0
Fathurrochman,Fathurrochman,,112,112,224,112,112,224,2,0.529692,0.556056,0.001121,0.035212,0.035212,8,0.001099,0,0,0,0.101512,0.888644,0
Joshua,Joshua,,106,106,212,106,106,212,2,0.528013,0.553053,0.00102,0.033084,0.033084,2,0.001049,0,0,0,0.09434,0.834985,0
Muhammad Faisal Sheikh,Muhammad Faisal Sheikh,,88,88,176,88,88,176,2,0.523037,0.544044,0.000671,0.027922,0.027922,0,0.000895,0,0,0,0.106322,0.704605,0
Hina,Hina,,92,92,184,92,92,184,2,0.524134,0.546046,0.000754,0.028718,0.028718,3,0.00093,0,0,0,0.102484,0.724894,0
Alyssa,Alyssa,,112,112,224,112,112,224,2,0.529692,0.556056,0.001121,0.035177,0.035177,8,0.001099,0,0,0,0.092181,0.887688,0
Hamid,Hamid,,97,97,194,97,97,194,2,0.525513,0.548549,0.000818,0.030658,0.030658,1,0.000971,0,0,0,0.099656,0.773653,0
Abu Dujanah,Abu Dujanah,,100,100,200,100,100,200,2,0.526344,0.55005,0.000854,0.031885,0.031885,7,0.000995,0,0,0,0.104444,0.804537,0
Rahat Ali,Rahat Ali,,94,94,188,94,94,188,2,0.524685,0.547047,0.000803,0.029191,0.029191,0,0.000948,0,0,0,0.093342,0.736894,0
Fathurrahman al-Ghozi,Fathurrahman al-Ghozi,,97,97,194,97,97,194,2,0.525513,0.548549,0.00087,0.029958,0.029958,3,0.000974,0,0,0,0.096005,0.756307,0
Alexia,Alexia,,100,100,200,100,100,200,2,0.526344,0.55005,0.00093,0.030616,0.030616,7,0.001001,0,0,0,0.104242,0.773008,0
Mehtab Shafiq,Mehtab Shafiq,,100,100,200,100,100,200,2,0.526344,0.55005,0.000883,0.031518,0.031518,0,0.000997,0,0,0,0.095758,0.795373,0
Heri Golun,Heri Golun,,86,86,172,86,86,172,2,0.52249,0.543043,0.000689,0.026537,0.026537,0,0.00088,0,0,0,0.086457,0.669937,0
Helena,Helena,,87,87,174,87,87,174,2,0.522763,0.543544,0.000663,0.027438,0.027438,5,0.000887,0,0,0,0.100508,0.692414,0
Teistan,Teistan,,94,94,188,94,94,188,2,0.524685,0.547047,0.00077,0.029527,0.029527,0,0.000946,0,0,0,0.109357,0.745211,0
Zubair Sial,Zubair Sial,,102,102,204,102,102,204,2,0.526899,0.551051,0.000898,0.032238,0.032238,2,0.001013,0,0,0,0.109882,0.813515,0
Shahnawaz,Shahnawaz,,108,108,216,108,108,216,2,0.528571,0.554054,0.00103,0.033963,0.033963,6,0.001065,0,0,0,0.102285,0.857109,0
Ayyan,Ayyan,,76,76,152,76,76,152,2,0.519771,0.538038,0.000545,0.02313,0.02313,7,0.000797,0,0,0,0.099649,0.58407,0
Darcey,Darcey,,98,98,196,98,98,196,2,0.525789,0.549049,0.000844,0.030805,0.030805,4,0.00098,0,0,0,0.10162,0.777419,0
Happy Bacha,Happy Bacha,,108,108,216,108,108,216,2,0.528571,0.554054,0.001013,0.034334,0.034334,1,0.001063,0,0,0,0.103842,0.866222,0
Missy Harlin  ,Missy Harlin  ,,104,104,208,104,104,208,2,0.527455,0.552052,0.000969,0.032587,0.032587,7,0.001032,0,0,0,0.099328,0.822399,0
Ghulam Rasool,Ghulam Rasool,,95,95,190,95,95,190,2,0.524961,0.547548,0.000825,0.029438,0.029438,8,0.000956,0,0,0,0.095409,0.743196,0
Ubeid,Ubeid,,92,92,184,92,92,184,3,0.523859,0.545879,0.000735,0.028914,0.028914,3,0.000929,0,0,0,0.107979,0.729704,0
Dennis,Dennis,,119,119,238,119,119,238,2,0.531666,0.55956,0.001284,0.037416,0.037416,8,0.001159,0,0,0,0.096995,0.944182,0
Mohammed,Mohammed,,100,100,200,100,100,200,2,0.526344,0.55005,0.000907,0.031221,0.031221,8,0.000998,0,0,0,0.093737,0.788031,0
Evie,Evie,,88,88,176,88,88,176,3,0.522763,0.543877,0.0007,0.027409,0.027409,3,0.000896,0,0,0,0.090648,0.69185,0
Tyker,Tyker,,100,100,200,100,100,200,2,0.526344,0.55005,0.000908,0.030974,0.030974,2,0.000999,0,0,0,0.105253,0.781912,0
Umair Khan,Umair Khan,,94,94,188,94,94,188,2,0.524685,0.547047,0.000778,0.029504,0.029504,5,0.000947,0,0,0,0.100892,0.744614,0
Zachariah,Zachariah,,101,101,202,101,101,202,2,0.526621,0.550551,0.000884,0.032041,0.032041,3,0.001005,0,0,0,0.103366,0.808565,0
Samuel,Samuel,,107,107,214,107,107,214,2,0.528292,0.553554,0.00098,0.03402,0.03402,1,0.001055,0,0,0,0.103862,0.85837,0
Selena,Selena,,92,92,184,92,92,184,2,0.524134,0.546046,0.000774,0.02864,0.02864,8,0.000931,0,0,0,0.095796,0.722988,0
Michael,Michael,,99,99,198,99,99,198,2,0.526066,0.54955,0.000843,0.031343,0.031343,8,0.000988,0,0,0,0.107607,0.791016,0
Jaden,Jaden,,89,89,178,89,89,178,2,0.523311,0.544545,0.00068,0.02828,0.02828,8,0.000903,0,0,0,0.100102,0.713643,0
Edgar,Edgar,,107,107,214,107,107,214,2,0.528292,0.553554,0.000978,0.034169,0.034169,1,0.001054,0,0,0,0.107741,0.862047,0
Farhan,Farhan,,117,117,234,117,117,234,2,0.5311,0.558559,0.001249,0.036498,0.036498,7,0.001143,0,0,0,0.099469,0.921163,0
Shahzad Rasheed,Shahzad Rasheed,,93,93,186,93,93,186,2,0.524409,0.546547,0.000756,0.029439,0.029439,7,0.000937,0,0,0,0.100281,0.742928,0
Salik Firdaus,Salik Firdaus,,101,101,202,101,101,202,2,0.526621,0.550551,0.000898,0.031872,0.031872,5,0.001005,0,0,0,0.101584,0.804309,0
Jasmin,Jasmin,,120,120,240,120,120,240,2,0.531949,0.56006,0.001351,0.036925,0.036925,5,0.00117,0,0,0,0.097479,0.932096,0
Zander,Zander,,79,79,158,79,79,158,2,0.520584,0.53954,0.000542,0.024969,0.024969,7,0.000819,0,0,0,0.107433,0.630081,0
Harvey,Harvey,,89,89,178,89,89,178,3,0.523037,0.544378,0.000705,0.027708,0.027708,2,0.000905,0,0,0,0.101379,0.699434,0
Dani Chandra,Dani Chandra,,97,97,194,97,97,194,2,0.525513,0.548549,0.000812,0.030648,0.030648,7,0.000971,0,0,0,0.109751,0.773435,0
Muhammad Raza Ansari,Muhammad Raza Ansari,,104,104,208,104,104,208,2,0.527455,0.552052,0.000941,0.032908,0.032908,7,0.00103,0,0,0,0.103622,0.830324,0
Isobel,Isobel,,101,101,202,101,101,202,2,0.526621,0.550551,0.000911,0.031488,0.031488,8,0.001007,0,0,0,0.103564,0.794754,0
Muaaz Ur Rehman,Muaaz Ur Rehman,,104,104,208,104,104,208,2,0.527455,0.552052,0.00101,0.032012,0.032012,2,0.001034,0,0,0,0.091486,0.808211,0
Usman Ghani,Usman Ghani,,106,106,212,106,106,212,2,0.528013,0.553053,0.001015,0.033164,0.033164,2,0.001049,0,0,0,0.097934,0.837087,0
Ishku Ishku,Ishku Ishku,,112,112,224,112,112,224,2,0.529692,0.556056,0.001083,0.035649,0.035649,3,0.001097,0,0,0,0.104408,0.899517,0
Faizan Ahmed,Faizan Ahmed,,112,112,224,112,112,224,2,0.529692,0.556056,0.001116,0.035216,0.035216,8,0.001099,0,0,0,0.095721,0.888667,0
Georgina,Georgina,,92,92,184,92,92,184,2,0.524134,0.546046,0.000753,0.028846,0.028846,8,0.00093,0,0,0,0.101051,0.728065,0
Musarrat,Musarrat,,95,95,190,95,95,190,2,0.524961,0.547548,0.000783,0.029987,0.029987,1,0.000954,0,0,0,0.103695,0.756807,0
Junaid,Junaid,,84,84,168,84,84,168,2,0.521944,0.542042,0.000642,0.025921,0.025921,2,0.000863,0,0,0,0.100115,0.654431,0
Bakhtawar,Bakhtawar,,111,111,222,111,111,222,2,0.529412,0.555556,0.001089,0.035019,0.035019,1,0.00109,0,0,0,0.101884,0.883598,0
Ajengan Masduki,Ajengan Masduki,,94,94,188,94,94,188,2,0.524685,0.547047,0.000764,0.029683,0.029683,0,0.000946,0,0,0,0.10501,0.749086,0
Ladla Gee,Ladla Gee,,109,109,218,109,109,218,2,0.528851,0.554555,0.001075,0.033967,0.033967,5,0.001075,0,0,0,0.101767,0.857303,0
Gul Khan,Gul Khan,,100,100,200,100,100,200,2,0.526344,0.55005,0.000874,0.03144,0.03144,6,0.000997,0,0,0,0.10202,0.793437,0
Harrison,Harrison,,88,88,176,88,88,176,2,0.523037,0.544044,0.000692,0.027472,0.027472,0,0.000896,0,0,0,0.102142,0.693367,0
Hassan Sadiq,Hassan Sadiq,,87,87,174,87,87,174,2,0.522763,0.543544,0.0007,0.026892,0.026892,4,0.000889,0,0,0,0.092221,0.678927,0
Minh Adelson  ,Minh Adelson  ,,95,95,190,95,95,190,2,0.524961,0.547548,0.000816,0.029586,0.029586,4,0.000956,0,0,0,0.100784,0.746858,0
Khurrum Gill,Khurrum Gill,,110,110,220,110,110,220,2,0.529131,0.555055,0.001108,0.034119,0.034119,1,0.001084,0,0,0,0.094579,0.861225,0
Ariella,Ariella,,77,77,154,77,77,154,2,0.520042,0.538539,0.000536,0.023919,0.023919,4,0.000803,0,0,0,0.094327,0.60387,0
Waseem,Waseem,,95,95,190,95,95,190,2,0.524961,0.547548,0.000768,0.030433,0.030433,7,0.000953,0,0,0,0.09944,0.76785,0
Brandon,Brandon,,117,117,234,117,117,234,2,0.5311,0.558559,0.001195,0.037019,0.037019,4,0.00114,0,0,0,0.100943,0.934064,0
Zarmeena,Zarmeena,,93,93,186,93,93,186,2,0.524409,0.546547,0.00076,0.029239,0.029239,2,0.000938,0,0,0,0.099112,0.737963,0
Andre,Andre,,98,98,196,98,98,196,2,0.525789,0.549049,0.000847,0.030854,0.030854,4,0.00098,0,0,0,0.102041,0.778645,0
Isobelle,Isobelle,,104,104,208,104,104,208,2,0.527455,0.552052,0.000983,0.032417,0.032417,5,0.001032,0,0,0,0.090926,0.818244,0
Ocean,Ocean,,117,117,234,117,117,234,2,0.5311,0.558559,0.001212,0.03692,0.03692,7,0.001141,0,0,0,0.095785,0.931613,0
Imran,Imran,,103,103,206,103,103,206,2,0.527177,0.551552,0.000948,0.032315,0.032315,4,0.001023,0,0,0,0.101085,0.815568,0
Eesha,Eesha,,102,102,204,102,102,204,2,0.526899,0.551051,0.000934,0.031936,0.031936,4,0.001014,0,0,0,0.098622,0.806048,0
Taskeen,Taskeen,,87,87,174,87,87,174,2,0.522763,0.543544,0.000701,0.026684,0.026684,4,0.00089,0,0,0,0.103448,0.673723,0
Austin,Austin,,87,87,174,87,87,174,2,0.522763,0.543544,0.000669,0.027143,0.027143,2,0.000888,0,0,0,0.099171,0.685167,0
Joseph,Joseph,,97,97,194,97,97,194,2,0.525513,0.548549,0.000837,0.030457,0.030457,5,0.000972,0,0,0,0.099656,0.768565,0
Arsalan,Arsalan,,105,105,210,105,105,210,2,0.527734,0.552553,0.000994,0.03277,0.03277,3,0.00104,0,0,0,0.099451,0.827149,0
Ahmad Rofiq Ridho,Ahmad Rofiq Ridho,,103,103,206,103,103,206,2,0.527177,0.551552,0.000964,0.031978,0.031978,4,0.001024,0,0,0,0.098801,0.80717,0
Muskaan,Muskaan,,85,85,170,85,85,170,2,0.522216,0.542543,0.000655,0.026495,0.026495,7,0.000871,0,0,0,0.098319,0.668776,0
Victoria,Victoria,,85,85,170,85,85,170,2,0.522216,0.542543,0.00066,0.026146,0.026146,7,0.000873,0,0,0,0.10056,0.660174,0
Leona,Leona,,106,106,212,106,106,212,2,0.528013,0.553053,0.000991,0.033504,0.033504,4,0.001047,0,0,0,0.096676,0.845471,0
David,David,,89,89,178,89,89,178,2,0.523311,0.544545,0.000728,0.027576,0.027576,7,0.000906,0,0,0,0.093463,0.696174,0
Jhangir Masood,Jhangir Masood,,101,101,202,101,101,202,2,0.526621,0.550551,0.000917,0.031405,0.031405,4,0.001007,0,0,0,0.100792,0.792739,0
Asmar Latin Sani,Asmar Latin Sani,,86,86,172,86,86,172,3,0.522216,0.542876,0.000675,0.026733,0.026733,2,0.00088,0,0,0,0.093297,0.674776,0
Talha Arshad,Talha Arshad,,106,106,212,106,106,212,3,0.527734,0.552886,0.001008,0.033191,0.033191,3,0.001049,0,0,0,0.101168,0.837649,0
Leah,Leah,,99,99,198,99,99,198,2,0.526066,0.54955,0.000895,0.030634,0.030634,3,0.000991,0,0,0,0.098124,0.773296,0
Lyla,Lyla,,100,100,200,100,100,200,2,0.526344,0.55005,0.000912,0.031054,0.031054,8,0.000999,0,0,0,0.09798,0.783929,0
Carlos,Carlos,,102,102,204,102,102,204,2,0.526899,0.551051,0.000929,0.031989,0.031989,2,0.001014,0,0,0,0.104057,0.807437,0
Mansoor Jhangir,Mansoor Jhangir,,97,97,194,97,97,194,2,0.525513,0.548549,0.000835,0.030421,0.030421,4,0.000972,0,0,0,0.099227,0.767781,0
Hasnat Ahmed Khan,Hasnat Ahmed Khan,,105,105,210,105,105,210,2,0.527734,0.552553,0.000976,0.032975,0.032975,1,0.00104,0,0,0,0.104579,0.832225,0
Caron Delapena  ,Caron Delapena  ,,109,109,218,109,109,218,2,0.528851,0.554555,0.001093,0.03385,0.03385,2,0.001075,0,0,0,0.09633,0.854418,0
